247.0	194.0
248.0	200.0
244.0	201.0
240.0	196.0
238.0	192.0
236.0	185.0
235.0	178.0
234.0	172.0
233.0	165.0
234.0	159.0
234.0	152.0
235.0	144.0
236.0	137.0
237.0	131.0
238.0	123.0
238.0	117.0
238.0	110.0
238.0	107.0
234.0	102.0
227.0	100.0
222.0	103.0
216.0	109.0
210.0	115.0
207.0	122.0
204.0	129.0
203.0	138.0
202.0	146.0
203.0	155.0
204.0	163.0
206.0	174.0
209.0	182.0
212.0	189.0
215.0	196.0
219.0	205.0
215.0	207.0
210.0	202.0
206.0	197.0
203.0	191.0
196.0	174.0
194.0	170.0
194.0	166.0
193.0	167.0
189.0	163.0
184.0	168.0
180.0	174.0
178.0	178.0
175.0	187.0
175.0	193.0
176.0	200.0
180.0	210.0
184.0	215.0
190.0	220.0
196.0	224.0
202.0	229.0
206.0	235.0
206.0	241.0
200.0	245.0
196.0	247.0
188.0	247.0
183.0	247.0
179.0	245.0
176.0	240.0
173.0	236.0
170.0	224.0
168.0	221.0
164.0	218.0
157.0	224.0
155.0	230.0
155.0	238.0
159.0	249.0
162.0	258.0
167.0	265.0
173.0	271.0
181.0	275.0
189.0	279.0
198.0	280.0
206.0	281.0
216.0	282.0
227.0	282.0
238.0	284.0
248.0	285.0
255.0	290.0
261.0	296.0
267.0	301.0
272.0	309.0
277.0	317.0
280.0	324.0
282.0	333.0
284.0	343.0
283.0	354.0
283.0	362.0
281.0	370.0
278.0	377.0
274.0	381.0
268.0	385.0
263.0	389.0
257.0	392.0
250.0	393.0
242.0	393.0
233.0	392.0
225.0	390.0
219.0	388.0
209.0	384.0
204.0	382.0
199.0	380.0
195.0	379.0
185.0	377.0
178.0	376.0
171.0	375.0
165.0	375.0
157.0	375.0
150.0	376.0
144.0	377.0
138.0	378.0
130.0	381.0
123.0	385.0
117.0	388.0
112.0	391.0
106.0	392.0
100.0	391.0
97.0	389.0
94.0	386.0
89.0	378.0
87.0	370.0
86.0	357.0
88.0	345.0
90.0	336.0
93.0	330.0
95.0	324.0
98.0	316.0
102.0	309.0
106.0	301.0
109.0	295.0
112.0	287.0
115.0	282.0
117.0	275.0
120.0	268.0
122.0	261.0
123.0	255.0
123.0	247.0
121.0	240.0
119.0	233.0
116.0	229.0
112.0	222.0
110.0	219.0
108.0	215.0
106.0	213.0
102.0	208.0
100.0	205.0
97.0	202.0
95.0	199.0
89.0	194.0
85.0	190.0
80.0	186.0
75.0	182.0
69.0	178.0
64.0	177.0
69.0	178.0
60.0	177.0
54.0	183.0
53.0	191.0
51.0	200.0
50.0	209.0
48.0	219.0
47.0	227.0
46.0	237.0
45.0	247.0
44.0	256.0
43.0	265.0
43.0	272.0
42.0	282.0
42.0	290.0
41.0	301.0
41.0	312.0
41.0	323.0
41.0	332.0
41.0	342.0
41.0	351.0
41.0	362.0
41.0	370.0
42.0	382.0
42.0	391.0
43.0	400.0
43.0	406.0
44.0	416.0
45.0	424.0
47.0	435.0
49.0	444.0
54.0	449.0
60.0	453.0
70.0	453.0
81.0	453.0
88.0	448.0
96.0	443.0
104.0	435.0
112.0	429.0
120.0	426.0
130.0	429.0
136.0	436.0
140.0	442.0
146.0	450.0
152.0	456.0
159.0	462.0
166.0	467.0
173.0	472.0
182.0	478.0
192.0	484.0
199.0	489.0
205.0	492.0
214.0	497.0
221.0	499.0
234.0	502.0
247.0	504.0
257.0	504.0
271.0	503.0
282.0	501.0
298.0	497.0
308.0	495.0
315.0	493.0
330.0	488.0
338.0	484.0
345.0	481.0
354.0	476.0
363.0	470.0
371.0	464.0
380.0	458.0
389.0	451.0
396.0	446.0
404.0	439.0
413.0	432.0
426.0	421.0
436.0	414.0
445.0	407.0
453.0	401.0
459.0	396.0
468.0	389.0
478.0	382.0
487.0	376.0
494.0	371.0
502.0	366.0
510.0	363.0
519.0	359.0
529.0	355.0
542.0	352.0
554.0	349.0
562.0	348.0
572.0	347.0
584.0	347.0
594.0	348.0
600.0	348.0
609.0	349.0
618.0	352.0
627.0	355.0
635.0	358.0
646.0	362.0
656.0	366.0
665.0	369.0
672.0	372.0
681.0	377.0
688.0	381.0
695.0	385.0
703.0	390.0
712.0	396.0
720.0	401.0
731.0	409.0
740.0	414.0
749.0	420.0
757.0	425.0
763.0	429.0
774.0	436.0
782.0	441.0
789.0	446.0
798.0	451.0
808.0	457.0
816.0	461.0
826.0	466.0
836.0	471.0
844.0	475.0
853.0	479.0
863.0	483.0
873.0	487.0
884.0	491.0
894.0	494.0
903.0	497.0
911.0	499.0
922.0	502.0
932.0	504.0
942.0	506.0
952.0	509.0
962.0	511.0
971.0	513.0
982.0	516.0
986.0	517.0
996.0	519.0
1008.0	522.0
1018.0	524.0
1031.0	527.0
1042.0	529.0
1051.0	531.0
1060.0	533.0
1069.0	534.0
1080.0	537.0
1089.0	538.0
1101.0	540.0
1113.0	542.0
1125.0	544.0
1137.0	546.0
1149.0	548.0
1159.0	549.0
1171.0	550.0
1187.0	551.0
1193.0	551.0
1204.0	552.0
1213.0	552.0
1226.0	553.0
1240.0	553.0
1248.0	553.0
1257.0	554.0
1264.0	554.0
1266.0	554.0
1280.0	554.0
1288.0	554.0
1299.0	554.0
1309.0	554.0
1317.0	554.0
1327.0	554.0
1339.0	554.0
1350.0	553.0
1358.0	553.0
1367.0	553.0
1377.0	553.0
1397.0	552.0
1404.0	552.0
1415.0	551.0
1424.0	551.0
1430.0	551.0
1438.0	550.0
1447.0	549.0
1455.0	548.0
1465.0	545.0
1475.0	542.0
1487.0	538.0
1499.0	534.0
1514.0	527.0
1524.0	521.0
1535.0	514.0
1545.0	506.0
1554.0	497.0
1561.0	487.0
1565.0	479.0
1569.0	468.0
1571.0	460.0
1573.0	448.0
1574.0	439.0
1573.0	426.0
1572.0	420.0
1569.0	409.0
1568.0	403.0
1565.0	395.0
1562.0	388.0
1559.0	382.0
1556.0	376.0
1551.0	368.0
1547.0	362.0
1542.0	356.0
1535.0	349.0
1526.0	341.0
1517.0	336.0
1507.0	331.0
1500.0	329.0
1485.0	326.0
1480.0	326.0
1472.0	325.0
1461.0	326.0
1456.0	326.0
1448.0	328.0
1442.0	329.0
1436.0	330.0
1433.0	331.0
1425.0	335.0
1418.0	339.0
1410.0	344.0
1403.0	348.0
1397.0	351.0
1390.0	355.0
1382.0	359.0
1375.0	363.0
1366.0	368.0
1361.0	371.0
1355.0	375.0
1346.0	381.0
1341.0	384.0
1334.0	389.0
1326.0	394.0
1318.0	399.0
1312.0	403.0
1305.0	407.0
1298.0	411.0
1290.0	416.0
1283.0	420.0
1276.0	424.0
1270.0	428.0
1263.0	432.0
1256.0	436.0
1249.0	440.0
1242.0	444.0
1232.0	449.0
1222.0	454.0
1214.0	458.0
1207.0	462.0
1201.0	465.0
1193.0	469.0
1185.0	473.0
1176.0	477.0
1171.0	479.0
1166.0	481.0
1160.0	482.0
1160.0	483.0
1147.0	487.0
1136.0	490.0
1128.0	492.0
1124.0	493.0
1121.0	494.0
1113.0	496.0
1105.0	498.0
1097.0	499.0
1087.0	499.0
1076.0	500.0
1067.0	500.0
1059.0	500.0
1051.0	500.0
1042.0	499.0
1032.0	498.0
1023.0	497.0
1016.0	496.0
1007.0	494.0
1000.0	493.0
992.0	491.0
983.0	489.0
974.0	487.0
964.0	484.0
955.0	481.0
944.0	478.0
935.0	475.0
924.0	471.0
917.0	468.0
909.0	465.0
898.0	460.0
889.0	456.0
883.0	453.0
875.0	449.0
870.0	446.0
863.0	442.0
855.0	437.0
849.0	432.0
842.0	427.0
835.0	421.0
830.0	416.0
825.0	412.0
819.0	406.0
813.0	400.0
808.0	395.0
803.0	389.0
801.0	385.0
796.0	380.0
793.0	375.0
789.0	368.0
786.0	361.0
784.0	357.0
781.0	348.0
778.0	339.0
776.0	332.0
775.0	323.0
773.0	314.0
772.0	304.0
773.0	295.0
776.0	287.0
778.0	279.0
782.0	270.0
787.0	263.0
791.0	256.0
795.0	249.0
803.0	243.0
811.0	236.0
822.0	230.0
831.0	227.0
841.0	220.0
853.0	218.0
863.0	215.0
874.0	214.0
884.0	212.0
894.0	211.0
905.0	211.0
916.0	213.0
927.0	213.0
937.0	214.0
946.0	216.0
957.0	220.0
966.0	223.0
973.0	226.0
983.0	231.0
990.0	236.0
999.0	242.0
1006.0	248.0
1013.0	255.0
1019.0	264.0
1024.0	272.0
1029.0	280.0
1032.0	289.0
1034.0	299.0
1035.0	309.0
1035.0	321.0
1034.0	329.0
1030.0	335.0
1025.0	341.0
1019.0	346.0
1014.0	350.0
1008.0	353.0
1001.0	354.0
992.0	356.0
985.0	357.0
978.0	357.0
972.0	358.0
966.0	358.0
959.0	358.0
952.0	357.0
947.0	357.0
944.0	357.0
934.0	357.0
939.0	362.0
944.0	368.0
949.0	375.0
953.0	378.0
958.0	382.0
964.0	387.0
970.0	393.0
978.0	398.0
986.0	403.0
996.0	409.0
1003.0	413.0
1012.0	418.0
1023.0	422.0
1033.0	425.0
1040.0	425.0
1050.0	426.0
1057.0	426.0
1063.0	423.0
1073.0	421.0
1079.0	419.0
1083.0	412.0
1086.0	405.0
1089.0	396.0
1091.0	387.0
1092.0	374.0
1091.0	364.0
1089.0	353.0
1086.0	344.0
1083.0	335.0
1079.0	327.0
1077.0	318.0
1074.0	313.0
1070.0	304.0
1068.0	297.0
1064.0	289.0
1061.0	282.0
1056.0	274.0
1053.0	269.0
1049.0	261.0
1043.0	255.0
1038.0	248.0
1033.0	242.0
1027.0	235.0
1023.0	230.0
1016.0	223.0
1009.0	217.0
1001.0	210.0
995.0	205.0
987.0	199.0
980.0	194.0
970.0	187.0
963.0	183.0
954.0	178.0
947.0	174.0
939.0	170.0
931.0	165.0
922.0	161.0
914.0	157.0
906.0	153.0
899.0	150.0
893.0	147.0
884.0	143.0
875.0	139.0
866.0	135.0
856.0	131.0
847.0	127.0
839.0	124.0
829.0	120.0
819.0	116.0
811.0	113.0
801.0	109.0
792.0	107.0
783.0	104.0
774.0	100.0
764.0	97.0
754.0	94.0
745.0	91.0
738.0	89.0
730.0	87.0
720.0	84.0
710.0	82.0
703.0	80.0
693.0	78.0
682.0	76.0
671.0	74.0
665.0	73.0
654.0	71.0
643.0	70.0
636.0	70.0
628.0	69.0
616.0	68.0
607.0	67.0
599.0	66.0
591.0	66.0
579.0	65.0
573.0	65.0
566.0	65.0
557.0	65.0
552.0	67.0
548.0	70.0
544.0	78.0
545.0	87.0
546.0	98.0
547.0	108.0
547.0	117.0
548.0	127.0
548.0	136.0
548.0	146.0
548.0	156.0
547.0	165.0
546.0	174.0
545.0	183.0
544.0	191.0
540.0	202.0
537.0	211.0
534.0	216.0
529.0	224.0
524.0	232.0
520.0	237.0
517.0	241.0
510.0	249.0
506.0	253.0
500.0	258.0
494.0	265.0
488.0	270.0
484.0	273.0
481.0	275.0
477.0	277.0
469.0	280.0
462.0	282.0
456.0	282.0
451.0	282.0
444.0	278.0
441.0	275.0
437.0	269.0
435.0	263.0
435.0	255.0
438.0	247.0
444.0	239.0
446.0	233.0
449.0	227.0
451.0	220.0
454.0	214.0
456.0	207.0
460.0	201.0
463.0	192.0
465.0	182.0
466.0	175.0
468.0	169.0
470.0	152.0
471.0	146.0
470.0	140.0
468.0	133.0
466.0	126.0
463.0	120.0
461.0	115.0
460.0	112.0
457.0	107.0
454.0	102.0
