624.0	134.0
631.0	134.0
639.0	136.0
648.0	139.0
653.0	140.0
660.0	144.0
666.0	147.0
672.0	150.0
678.0	154.0
682.0	158.0
687.0	164.0
693.0	169.0
696.0	175.0
700.0	180.0
704.0	187.0
707.0	194.0
710.0	202.0
713.0	210.0
714.0	216.0
716.0	223.0
717.0	229.0
717.0	236.0
719.0	243.0
718.0	247.0
713.0	247.0
708.0	245.0
702.0	243.0
696.0	240.0
692.0	237.0
687.0	234.0
681.0	229.0
677.0	226.0
672.0	222.0
668.0	218.0
661.0	212.0
658.0	209.0
653.0	204.0
649.0	199.0
646.0	195.0
642.0	190.0
639.0	185.0
636.0	180.0
634.0	176.0
632.0	172.0
629.0	164.0
628.0	160.0
627.0	155.0
625.0	149.0
625.0	145.0
624.0	140.0
