1469.0	363.0
1462.0	363.0
1455.0	365.0
1449.0	367.0
1444.0	371.0
1438.0	375.0
1433.0	381.0
1429.0	388.0
1425.0	395.0
1422.0	403.0
1418.0	411.0
1418.0	421.0
1418.0	430.0
1419.0	440.0
1421.0	448.0
1425.0	457.0
1426.0	465.0
1431.0	473.0
1437.0	481.0
1443.0	486.0
1448.0	489.0
1455.0	492.0
1465.0	493.0
1476.0	493.0
1485.0	493.0
1496.0	490.0
1506.0	485.0
1513.0	480.0
1520.0	475.0
1525.0	470.0
1529.0	464.0
1531.0	460.0
1534.0	452.0
1536.0	445.0
1536.0	440.0
1537.0	434.0
1536.0	425.0
1535.0	417.0
1534.0	410.0
1529.0	398.0
1526.0	393.0
1523.0	389.0
1519.0	385.0
1514.0	379.0
1507.0	372.0
1501.0	368.0
1492.0	364.0
1484.0	362.0
1478.0	361.0
