1312.0	521.0
1322.0	520.0
1330.0	520.0
1338.0	519.0
1345.0	519.0
1354.0	518.0
1364.0	517.0
1372.0	516.0
1383.0	515.0
1389.0	514.0
1394.0	513.0
1401.0	512.0
1401.0	508.0
1397.0	503.0
1395.0	500.0
1392.0	496.0
1390.0	492.0
1388.0	488.0
1385.0	483.0
1384.0	479.0
1382.0	475.0
1378.0	476.0
1371.0	478.0
1364.0	481.0
1358.0	483.0
1352.0	485.0
1345.0	489.0
1338.0	492.0
1330.0	495.0
1322.0	496.0
1316.0	499.0
1306.0	501.0
1297.0	504.0
1289.0	506.0
1283.0	508.0
1275.0	510.0
1268.0	512.0
1260.0	513.0
1252.0	515.0
1244.0	516.0
1237.0	517.0
1231.0	518.0
1224.0	521.0
1229.0	524.0
1236.0	524.0
1244.0	524.0
1254.0	524.0
1264.0	524.0
1275.0	524.0
1283.0	523.0
1295.0	522.0
1304.0	522.0
